Gammal kod	Gammalt namn	Ny kod	Nytt namn	Hel/Del	Datum ikraftträdande	Ändringstyp	Ändring
1806	Stora Mellösa	1880	Örebro	Hel	1971-01-01	10	Upphör; till befintlig
1807	Ekeby och Gällersta	1880	Örebro	Del	1971-01-01	10	Upphör; till befintlig
1807	Ekeby och Gällersta	1881	Kumla	Del	1971-01-01	10	Upphör; till befintlig
1808	Sköllersta	1861	Hallsberg	Hel	1971-01-01	10	Upphör; till befintlig
1809	Lerbäck	1882	Askersund	Hel	1971-01-01	10	Upphör; till befintlig
1810	Hammar	1882	Askersund	Hel	1971-01-01	10	Upphör; till befintlig
1811	Viby	1861	Hallsberg	Hel	1965-01-01	10	Upphör; till befintlig
1812	Hallsbergs landskommun	1861	Hallsberg	Hel	1963-01-01	10	Upphör; till befintlig
1813	Kumla landskommun	1881	Kumla	Hel	1967-01-01	10	Upphör; till befintlig
1814	Lekeberg	1814	Lekeberg	Hel	1967-01-01	15	Utvidgas
1814	Lekeberg	1880	Örebro	Hel	1971-01-01	10	Upphör; till befintlig
1815	Svartå	1814	Lekeberg	Del	1967-01-01	10	Upphör; till befintlig
1815	Svartå	1860	Laxå	Del	1967-01-01	10	Upphör; till befintlig
1815	Svartå	1862	Degerfors	Del	1967-01-01	10	Upphör; till befintlig
1816	Grythyttan	1863	Hällefors	Hel	1967-01-01	10	Upphör; till befintlig
1817	Noraskog	1884	Nora	Hel	1965-01-01	10	Upphör; till befintlig
1818	Linde	1885	Lindesberg	Hel	1969-01-01	10	Upphör; till befintlig
1819	Näsby	1865	Frövi	Hel	1955-01-01	33	Kod- och namnändrad; annat än 30-32
1820	Fellingsbro	1885	Lindesberg	Hel	1971-01-01	10	Upphör; till befintlig
1821	Ramsberg	1885	Lindesberg	Hel	1971-01-01	10	Upphör; till befintlig
1822	Ljusnarsberg	1864	Ljusnarsberg	Hel	1962-01-01	10	Upphör; till befintlig
1860	Laxå	1860	Laxå	Hel	1967-01-01	15	Utvidgas
1861	Hallsberg	1861	Hallsberg	Hel	1963-01-01	15	Utvidgas
1861	Hallsberg	1861	Hallsberg	Hel	1965-01-01	15	Utvidgas
1861	Hallsberg	1861	Hallsberg	Hel	1971-01-01	15	Utvidgas
1862	Degerfors	1862	Degerfors	Hel	1967-01-01	15	Utvidgas
1863	Hällefors	1863	Hällefors	Hel	1967-01-01	15	Utvidgas
1864	Kopparberg	1864	Ljusnarsberg	Hel	1962-01-01	16	Utvidgas och namnändras
1865	Frövi	1885	Lindesberg	Hel	1971-01-01	10	Upphör; till befintlig
1880	Örebro	1880	Örebro	Hel	1967-01-01	15	Utvidgas
1880	Örebro	1880	Örebro	Hel	1971-01-01	15	Utvidgas
1880	Örebro	1880	Örebro	Hel	1974-01-01	15	Utvidgas
1880	Örebro	1814	Lekeberg	Del	1995-01-01	12	Ger del till nybildad
1881	Kumla	1881	Kumla	Hel	1967-01-01	15	Utvidgas
1881	Kumla	1881	Kumla	Hel	1971-01-01	15	Utvidgas
1882	Askersund	1882	Askersund	Hel	1971-01-01	15	Utvidgas
1884	Nora	1884	Nora	Hel	1965-01-01	15	Utvidgas
1885	Lindesberg	1885	Lindesberg	Hel	1969-01-01	15	Utvidgas
1885	Lindesberg	1885	Lindesberg	Hel	1971-01-01	15	Utvidgas
1901	Kung Karl	1960	Kungsör	Hel	1971-01-01	10	Upphör; till befintlig
1902	Medåker	1983	Köping	Del	1971-01-01	10	Upphör; till befintlig
1902	Medåker	1984	Arboga	Del	1971-01-01	10	Upphör; till befintlig
1903	Kolsva	1983	Köping	Hel	1971-01-01	10	Upphör; till befintlig
1905	Munktorp	1983	Köping	Hel	1971-01-01	10	Upphör; till befintlig
1906	Kolbäck	1961	Hallstahammar	Del	1971-01-01	10	Upphör; till befintlig
1906	Kolbäck	1980	Västerås	Del	1971-01-01	10	Upphör; till befintlig
1907	Sura	1907	Surahammar	Hel	1963-01-01	16	Utvidgas och namnändras
1908	Ramnäs	1907	Surahammar	Hel	1963-01-01	10	Upphör; till befintlig
1910	Västerfärnebo	1962	Norberg	Del	1971-01-01	10	Upphör; till befintlig
1910	Västerfärnebo	1981	Sala	Del	1971-01-01	10	Upphör; till befintlig
1911	Skultuna	1980	Västerås	Hel	1967-01-01	10	Upphör; till befintlig
1912	Dingtuna	1980	Västerås	Hel	1967-01-01	10	Upphör; till befintlig
1913	Kungsåra	1980	Västerås	Hel	1967-01-01	10	Upphör; till befintlig
1914	Tillberga	1980	Västerås	Hel	1967-01-01	10	Upphör; till befintlig
1915	Fjärdhundra	0381	Enköping	Hel	1971-01-01	10	Upphör; till befintlig
1916	Vittinge	1917	Heby	Hel	1971-01-01	10	Upphör; till befintlig
1917	Västerlövsta	1917	Heby	Hel	1971-01-01	16	Utvidgas och namnändras
1917	Heby	0331	Heby	Hel	2007-01-01	20	Kodändrad; ny länstillhörighet
1918	Tärna	1981	Sala	Hel	1971-01-01	10	Upphör; till befintlig
1919	Möklinta	1981	Sala	Hel	1971-01-01	10	Upphör; till befintlig
1920	Nora	1917	Heby	Hel	1971-01-01	10	Upphör; till befintlig
1921	Östervåla	1917	Heby	Hel	1971-01-01	10	Upphör; till befintlig
1960	Kungsör	1960	Kungsör	Hel	1971-01-01	15	Utvidgas
1961	Hallstahammar	1961	Hallstahammar	Hel	1971-01-01	15	Utvidgas
1961	Hallstahammar	1980	Västerås	Del	2013-01-01	14	Ger del/delar till befintlig
1962	Norberg	1962	Norberg	Hel	1971-01-01	15	Utvidgas
1980	Västerås	1980	Västerås	Hel	1967-01-01	15	Utvidgas
1980	Västerås	1980	Västerås	Hel	1971-01-01	15	Utvidgas
1980	Västerås	1980	Västerås	Hel	2013-01-01	15	Utvidgas
1981	Sala	1981	Sala	Hel	1971-01-01	15	Utvidgas
1983	Köping	1983	Köping	Hel	1971-01-01	15	Utvidgas
1984	Arboga	1984	Arboga	Hel	1971-01-01	15	Utvidgas
1984	Arboga	1984	Arboga	Hel	1974-01-01	15	Utvidgas
2001	By	2084	Avesta	Hel	1967-01-01	10	Upphör; till befintlig
2002	Folkärna	2084	Avesta	Hel	1967-01-01	10	Upphör; till befintlig
2003	Grytnäs	2084	Avesta	Hel	1967-01-01	10	Upphör; till befintlig
2004	Hedemora landskommun	2083	Hedemora	Hel	1967-01-01	10	Upphör; till befintlig
2005	Husby	2083	Hedemora	Hel	1967-01-01	10	Upphör; till befintlig
2006	Stora Skedvi	2082	Säter	Hel	1971-01-01	10	Upphör; till befintlig
2007	Vika	2080	Falun	Hel	1967-01-01	10	Upphör; till befintlig
2008	Sundborn	2080	Falun	Hel	1971-01-01	10	Upphör; till befintlig
2009	Stora Kopparberg	2080	Falun	Hel	1967-01-01	10	Upphör; till befintlig
2010	Svärdsjö	2080	Falun	Hel	1971-01-01	10	Upphör; till befintlig
2011	Enviken	2080	Falun	Hel	1971-01-01	10	Upphör; till befintlig
2012	Stora Tuna	2081	Borlänge	Hel	1971-01-01	10	Upphör; till befintlig
2013	Gustafs	2082	Säter	Hel	1971-01-01	10	Upphör; till befintlig
2014	Söderbärke	2061	Smedjebacken	Hel	1974-01-01	10	Upphör; till befintlig
2015	Norrbärke	2061	Smedjebacken	Hel	1967-01-01	10	Upphör; till befintlig
2016	Ludvika landskommun	2085	Ludvika	Hel	1963-01-01	10	Upphör; till befintlig
2017	Grangärde	2085	Ludvika	Hel	1971-01-01	10	Upphör; till befintlig
2018	Säfsnäs	2085	Ludvika	Hel	1971-01-01	10	Upphör; till befintlig
2019	Nås	2021	Vansbro	Hel	1971-01-01	10	Upphör; till befintlig
2020	Floda	2026	Gagnef	Hel	1971-01-01	10	Upphör; till befintlig
2021	Järna	2021	Vansbro	Hel	1971-01-01	16	Utvidgas och namnändras
2022	Äppelbo	2021	Vansbro	Hel	1971-01-01	10	Upphör; till befintlig
2023	Malung	2023	Malung	Hel	1971-01-01	15	Utvidgas
2023	Malung	2023	Malung-Sälen	Hel	2008-01-01	40	Namnändrad (ej kodändrad)
2024	Lima	2023	Malung	Hel	1971-01-01	10	Upphör; till befintlig
2025	Transtrand	2023	Malung	Hel	1971-01-01	10	Upphör; till befintlig
2026	Gagnef	2026	Gagnef	Hel	1971-01-01	15	Utvidgas
2027	Ål	2029	Leksand	Hel	1974-01-01	10	Upphör; till befintlig
2028	Bjursås	2080	Falun	Hel	1971-01-01	10	Upphör; till befintlig
2029	Leksand	2029	Leksand	Hel	1974-01-01	15	Utvidgas
2030	Siljansnäs	2029	Leksand	Hel	1974-01-01	10	Upphör; till befintlig
2031	Rättvik	2031	Rättvik	Hel	1963-01-01	15	Utvidgas
2031	Rättvik	2031	Rättvik	Hel	1974-01-01	15	Utvidgas
2032	Boda	2031	Rättvik	Hel	1963-01-01	10	Upphör; till befintlig
2033	Ore	2031	Rättvik	Hel	1974-01-01	10	Upphör; till befintlig
2035	Våmhus	2062	Mora	Hel	1971-01-01	10	Upphör; till befintlig
2036	Mora landskommun	2062	Mora	Hel	1959-01-01	10	Upphör; till befintlig
2037	Sollerön	2062	Mora	Hel	1971-01-01	10	Upphör; till befintlig
2038	Venjan	2062	Mora	Hel	1971-01-01	10	Upphör; till befintlig
2039	Älvdalen	2039	Älvdalen	Hel	1971-01-01	15	Utvidgas
2040	Särna	2039	Älvdalen	Hel	1971-01-01	10	Upphör; till befintlig
2041	Idre	2039	Älvdalen	Hel	1971-01-01	10	Upphör; till befintlig
2060	Krylbo	2084	Avesta	Hel	1967-01-01	10	Upphör; till befintlig
2061	Smedjebacken	2061	Smedjebacken	Hel	1967-01-01	15	Utvidgas
2061	Smedjebacken	2061	Smedjebacken	Hel	1974-01-01	15	Utvidgas
2062	Morastrand	2062	Mora	Hel	1959-01-01	16	Utvidgas och namnändras
2062	Mora	2062	Mora	Hel	1971-01-01	15	Utvidgas
2080	Falun	2080	Falun	Hel	1967-01-01	15	Utvidgas
2080	Falun	2080	Falun	Hel	1971-01-01	15	Utvidgas
2081	Borlänge	2081	Borlänge	Hel	1971-01-01	15	Utvidgas
2082	Säter	2082	Säter	Hel	1971-01-01	15	Utvidgas
2083	Hedemora	2083	Hedemora	Hel	1967-01-01	15	Utvidgas
2084	Avesta	2084	Avesta	Hel	1967-01-01	15	Utvidgas
2085	Ludvika	2085	Ludvika	Hel	1963-01-01	15	Utvidgas
2085	Ludvika	2085	Ludvika	Hel	1971-01-01	15	Utvidgas
2101	Ockelbo	2101	Ockelbo	Hel	1971-01-01	15	Utvidgas
2102	Järbo	2181	Sandviken	Hel	1971-01-01	10	Upphör; till befintlig
2103	Ovansjö	2181	Sandviken	Hel	1971-01-01	10	Upphör; till befintlig
2104	Hofors	2104	Hofors	Hel	1971-01-01	15	Utvidgas
2105	Torsåker	2104	Hofors	Hel	1971-01-01	10	Upphör; till befintlig
2106	Årsunda	2181	Sandviken	Hel	1971-01-01	10	Upphör; till befintlig
2107	Österfärnebo	2181	Sandviken	Hel	1971-01-01	10	Upphör; till befintlig
2108	Hedesunda	2180	Gävle	Hel	1969-01-01	10	Upphör; till befintlig
2109	Valbo	2180	Gävle	Hel	1971-01-01	10	Upphör; till befintlig
2110	Hille	2180	Gävle	Hel	1969-01-01	10	Upphör; till befintlig
2111	Hamrånge	2180	Gävle	Hel	1969-01-01	10	Upphör; till befintlig
2112	Skog	2101	Ockelbo	Del	1971-01-01	10	Upphör; till befintlig
2112	Skog	2182	Söderhamn	Del	1971-01-01	10	Upphör; till befintlig
2113	Söderala	2182	Söderhamn	Hel	1971-01-01	10	Upphör; till befintlig
2114	Rengsjö	2183	Bollnäs	Hel	1974-01-01	10	Upphör; till befintlig
2115	Norrala	2182	Söderhamn	Hel	1971-01-01	10	Upphör; till befintlig
2116	Enånger	2117	Iggesund	Hel	1963-01-01	10	Upphör; till befintlig
2117	Njutånger	2117	Iggesund	Hel	1963-01-01	16	Utvidgas och namnändras
2117	Iggesund	2184	Hudiksvall	Hel	1971-01-01	10	Upphör; till befintlig
2118	Hanebo	2183	Bollnäs	Hel	1974-01-01	10	Upphör; till befintlig
2119	Bollnäs landskommun	2183	Bollnäs	Hel	1959-01-01	10	Upphör; till befintlig
2120	Alfta	2183	Bollnäs	Hel	1974-01-01	10	Upphör; till befintlig
2122	Los	2161	Ljusdal	Hel	1971-01-01	10	Upphör; till befintlig
2123	Färila-Kårböle	2123	Färila	Hel	1954-01-01	40	Namnändrad (ej kodändrad)
2123	Färila	2161	Ljusdal	Hel	1971-01-01	10	Upphör; till befintlig
2124	Ramsjö	2161	Ljusdal	Hel	1971-01-01	10	Upphör; till befintlig
2125	Ljusdals landskommun	2161	Ljusdal	Hel	1963-01-01	10	Upphör; till befintlig
2126	Järvsö	2161	Ljusdal	Hel	1971-01-01	10	Upphör; till befintlig
2127	Arbrå	2183	Bollnäs	Hel	1974-01-01	10	Upphör; till befintlig
2128	Delsbo	2184	Hudiksvall	Hel	1971-01-01	10	Upphör; till befintlig
2129	Bjuråker	2184	Hudiksvall	Hel	1971-01-01	10	Upphör; till befintlig
2130	Forsa	2184	Hudiksvall	Hel	1971-01-01	10	Upphör; till befintlig
2131	Hälsingtuna	2184	Hudiksvall	Hel	1965-01-01	10	Upphör; till befintlig
2132	Harmånger	2132	Nordanstig	Hel	1974-01-01	16	Utvidgas och namnändras
2133	Gnarp	2132	Nordanstig	Hel	1974-01-01	10	Upphör; till befintlig
2134	Bergsjö	2132	Nordanstig	Hel	1974-01-01	10	Upphör; till befintlig
2135	Hassela	2132	Nordanstig	Hel	1974-01-01	10	Upphör; till befintlig
2160	Storvik	2181	Sandviken	Hel	1971-01-01	10	Upphör; till befintlig
2161	Ljusdal	2161	Ljusdal	Hel	1963-01-01	15	Utvidgas
2161	Ljusdal	2161	Ljusdal	Hel	1971-01-01	15	Utvidgas
2180	Gävle	2180	Gävle	Hel	1969-01-01	15	Utvidgas
2180	Gävle	2180	Gävle	Hel	1971-01-01	15	Utvidgas
2181	Sandviken	2181	Sandviken	Hel	1971-01-01	15	Utvidgas
2182	Söderhamn	2182	Söderhamn	Hel	1971-01-01	15	Utvidgas
2183	Bollnäs	2183	Bollnäs	Hel	1959-01-01	15	Utvidgas
2183	Bollnäs	2183	Bollnäs	Hel	1974-01-01	15	Utvidgas
2184	Hudiksvall	2184	Hudiksvall	Hel	1965-01-01	15	Utvidgas
2184	Hudiksvall	2184	Hudiksvall	Hel	1971-01-01	15	Utvidgas
2201	Haverö	2260	Ånge	Hel	1971-01-01	10	Upphör; till befintlig
2202	Borgsjö	2260	Ånge	Hel	1971-01-01	10	Upphör; till befintlig
2203	Torp	2260	Ånge	Hel	1971-01-01	10	Upphör; till befintlig
2204	Stöde	2281	Sundsvall	Hel	1974-01-01	10	Upphör; till befintlig
2205	Selånger	2281	Sundsvall	Hel	1965-01-01	10	Upphör; till befintlig
2206	Tuna	2206	Matfors	Hel	1963-01-01	16	Utvidgas och namnändras
2206	Matfors	2281	Sundsvall	Hel	1974-01-01	10	Upphör; till befintlig
2207	Attmar	2206	Matfors	Hel	1963-01-01	10	Upphör; till befintlig
2208	Njurunda	2281	Sundsvall	Hel	1974-01-01	10	Upphör; till befintlig
2209	Alnö	2281	Sundsvall	Hel	1965-01-01	10	Upphör; till befintlig
2210	Indals-Liden	2281	Sundsvall	Hel	1974-01-01	10	Upphör; till befintlig
2211	Hässjö	2262	Timrå	Hel	1971-01-01	10	Upphör; till befintlig
2212	Säbrå	2280	Härnösand	Hel	1969-01-01	10	Upphör; till befintlig
2213	Högsjö	2280	Härnösand	Hel	1969-01-01	10	Upphör; till befintlig
2214	Noraström	2282	Kramfors	Hel	1974-01-01	10	Upphör; till befintlig
2215	Nordingrå	2282	Kramfors	Hel	1974-01-01	10	Upphör; till befintlig
2216	Ullånger	2282	Kramfors	Hel	1974-01-01	10	Upphör; till befintlig
2217	Bjärtrå	2282	Kramfors	Hel	1974-01-01	10	Upphör; till befintlig
2218	Boteå	2282	Kramfors	Del	1974-01-01	10	Upphör; till befintlig
2218	Boteå	2283	Sollefteå	Del	1974-01-01	10	Upphör; till befintlig
2219	Ytterlännäs	2282	Kramfors	Hel	1974-01-01	10	Upphör; till befintlig
2220	Långsele	2283	Sollefteå	Hel	1971-01-01	10	Upphör; till befintlig
2221	Resele	2283	Sollefteå	Hel	1971-01-01	10	Upphör; till befintlig
2222	Helgum	2283	Sollefteå	Hel	1971-01-01	10	Upphör; till befintlig
2223	Ramsele	2283	Sollefteå	Hel	1974-01-01	10	Upphör; till befintlig
2224	Ådals-Liden	2283	Sollefteå	Hel	1971-01-01	10	Upphör; till befintlig
2225	Junsele	2283	Sollefteå	Hel	1971-01-01	10	Upphör; till befintlig
2226	Fjällsjö	2226	Fjällsjö	Hel	1967-01-01	15	Utvidgas
2226	Fjällsjö	2313	Strömsund	Hel	1974-01-01	10	Upphör; till befintlig
2227	Tåsjö	2226	Fjällsjö	Hel	1967-01-01	10	Upphör; till befintlig
2228	Anundsjö	2284	Örnsköldsvik	Hel	1971-01-01	10	Upphör; till befintlig
2229	Nätra	2284	Örnsköldsvik	Hel	1971-01-01	10	Upphör; till befintlig
2230	Mo	2231	Själevad	Hel	1963-01-01	10	Upphör; till befintlig
2231	Själevad	2231	Själevad	Hel	1963-01-01	15	Utvidgas
2231	Själevad	2284	Örnsköldsvik	Hel	1971-01-01	10	Upphör; till befintlig
2232	Arnäs	2284	Örnsköldsvik	Hel	1963-01-01	10	Upphör; till befintlig
2233	Grundsunda	2284	Örnsköldsvik	Hel	1971-01-01	10	Upphör; till befintlig
2234	Gideå	2284	Örnsköldsvik	Hel	1971-01-01	10	Upphör; till befintlig
2235	Björna	2284	Örnsköldsvik	Hel	1971-01-01	10	Upphör; till befintlig
2236	Trehörningsjö	2284	Örnsköldsvik	Hel	1971-01-01	10	Upphör; till befintlig
2260	Ånge	2260	Ånge	Hel	1971-01-01	15	Utvidgas
2261	Skön	2281	Sundsvall	Hel	1965-01-01	10	Upphör; till befintlig
2262	Timrå	2262	Timrå	Hel	1971-01-01	15	Utvidgas
2280	Härnösand	2280	Härnösand	Hel	1969-01-01	15	Utvidgas
2281	Sundsvall	2281	Sundsvall	Hel	1965-01-01	15	Utvidgas
2281	Sundsvall	2281	Sundsvall	Hel	1974-01-01	15	Utvidgas
2282	Kramfors	2282	Kramfors	Hel	1974-01-01	15	Utvidgas
2283	Sollefteå	2283	Sollefteå	Hel	1971-01-01	15	Utvidgas
2283	Sollefteå	2283	Sollefteå	Hel	1974-01-01	15	Utvidgas
2284	Örnsköldsvik	2284	Örnsköldsvik	Hel	1963-01-01	15	Utvidgas
2284	Örnsköldsvik	2284	Örnsköldsvik	Hel	1971-01-01	15	Utvidgas
2301	Fors	2303	Ragunda	Hel	1974-01-01	10	Upphör; till befintlig
2302	Kälarne	2305	Bräcke	Hel	1974-01-01	10	Upphör; till befintlig
2303	Ragunda	2303	Ragunda	Hel	1974-01-01	15	Utvidgas
2304	Stugun	2303	Ragunda	Hel	1974-01-01	10	Upphör; till befintlig
2305	Bräcke	2305	Bräcke	Hel	1974-01-01	15	Utvidgas
2306	Revsund	2305	Bräcke	Hel	1974-01-01	10	Upphör; till befintlig
2307	Hackås	2326	Berg	Del	1971-01-01	10	Upphör; till befintlig
2307	Hackås	2380	Östersund	Del	1971-01-01	10	Upphör; till befintlig
2308	Brunflo	2380	Östersund	Hel	1971-01-01	10	Upphör; till befintlig
2309	Rödön	2309	Krokom	Hel	1974-01-01	16	Utvidgas och namnändras
2310	Lit	2310	Lit	Hel	1963-01-01	15	Utvidgas
2310	Lit	2380	Östersund	Hel	1971-01-01	10	Upphör; till befintlig
2311	Häggenås	2310	Lit	Hel	1963-01-01	10	Upphör; till befintlig
2312	Hammerdal	2313	Strömsund	Hel	1974-01-01	10	Upphör; till befintlig
2313	Ström	2313	Strömsund	Hel	1974-01-01	16	Utvidgas och namnändras
2314	Frostviken	2313	Strömsund	Hel	1974-01-01	10	Upphör; till befintlig
2315	Hotagen	2316	Föllinge	Hel	1969-01-01	10	Upphör; till befintlig
2316	Föllinge	2316	Föllinge	Hel	1969-01-01	15	Utvidgas
2316	Föllinge	2309	Krokom	Hel	1974-01-01	10	Upphör; till befintlig
2317	Offerdal	2309	Krokom	Hel	1974-01-01	10	Upphör; till befintlig
2318	Alsen	2309	Krokom	Hel	1974-01-01	10	Upphör; till befintlig
2319	Mörsil	2321	Åre	Hel	1974-01-01	10	Upphör; till befintlig
2320	Kall	2321	Åre	Hel	1974-01-01	10	Upphör; till befintlig
2321	Åre	2321	Åre	Hel	1974-01-01	15	Utvidgas
2322	Undersåker	2321	Åre	Hel	1974-01-01	10	Upphör; till befintlig
2323	Hallen	2321	Åre	Hel	1974-01-01	10	Upphör; till befintlig
2324	Oviken	2326	Berg	Hel	1971-01-01	10	Upphör; till befintlig
2325	Övre Ljungadalen	2326	Berg	Hel	1971-01-01	10	Upphör; till befintlig
2326	Berg	2326	Berg	Hel	1971-01-01	15	Utvidgas
2327	Rätan	2326	Berg	Hel	1971-01-01	10	Upphör; till befintlig
2328	Hede	2361	Härjedalen	Hel	1974-01-01	10	Upphör; till befintlig
2329	Tännäs	2361	Härjedalen	Hel	1974-01-01	10	Upphör; till befintlig
2330	Svegs landskommun	2361	Sveg	Hel	1967-01-01	10	Upphör; till befintlig
2331	Hogdal	2361	Härjedalen	Hel	1974-01-01	10	Upphör; till befintlig
2332	Lillhärdal	2361	Härjedalen	Hel	1974-01-01	10	Upphör; till befintlig
2360	Frösö	2380	Östersund	Hel	1971-01-01	10	Upphör; till befintlig
2361	Sveg	2361	Sveg	Hel	1967-01-01	15	Utvidgas
2361	Sveg	2361	Härjedalen	Hel	1974-01-01	16	Utvidgas och namnändras
2380	Östersund	2380	Östersund	Hel	1971-01-01	15	Utvidgas
2402	Hörnefors	2480	Umeå	Hel	1974-01-01	10	Upphör; till befintlig
2403	Bjurholm	2460	Vännäs	Hel	1974-01-01	10	Upphör; till befintlig
2404	Degerfors	2404	Vindeln	Hel	1969-01-01	40	Namnändrad (ej kodändrad)
2405	Vännäs landskommun	2460	Vännäs	Hel	1971-01-01	10	Upphör; till befintlig
2406	Umeå landskommun	2480	Umeå	Hel	1965-01-01	10	Upphör; till befintlig
2407	Sävar	2480	Umeå	Hel	1974-01-01	10	Upphör; till befintlig
2408	Holmön	2480	Umeå	Hel	1974-01-01	10	Upphör; till befintlig
2409	Bygdeå	2409	Robertsfors	Hel	1974-01-01	16	Utvidgas och namnändras
2410	Nysätra	2409	Robertsfors	Hel	1974-01-01	10	Upphör; till befintlig
2411	Lövånger	2482	Skellefteå	Hel	1974-01-01	10	Upphör; till befintlig
2412	Burträsk	2482	Skellefteå	Hel	1974-01-01	10	Upphör; till befintlig
2413	Bureå	2482	Skellefteå	Hel	1967-01-01	10	Upphör; till befintlig
2414	Skellefteå landskommun	2482	Skellefteå	Hel	1967-01-01	10	Upphör; till befintlig
2415	Byske	2482	Skellefteå	Hel	1967-01-01	10	Upphör; till befintlig
2416	Jörn	2482	Skellefteå	Hel	1967-01-01	10	Upphör; till befintlig
2417	Norsjö	2417	Norsjö	Hel	1974-01-01	15	Utvidgas
2417	Norsjö	2418	Malå	Del	1983-01-01	12	Ger del till nybildad
2418	Malå	2417	Norsjö	Hel	1974-01-01	10	Upphör; till befintlig
2419	Örträsk	2481	Lycksele	Hel	1971-01-01	10	Upphör; till befintlig
2420	Lycksele landskommun	2481	Lycksele	Hel	1971-01-01	10	Upphör; till befintlig
2421	Stensele	2421	Storuman	Hel	1971-01-01	16	Utvidgas och namnändras
2423	Tärna	2421	Storuman	Hel	1971-01-01	10	Upphör; till befintlig
2424	Vilhelmina landskommun	2462	Vilhelmina	Hel	1965-01-01	10	Upphör; till befintlig
2425	Dorotea	2463	Åsele	Hel	1974-01-01	10	Upphör; till befintlig
2426	Åsele	2463	Åsele	Hel	1959-01-01	23	Kodändrad; annat än 20-22
2427	Fredrika	2463	Åsele	Hel	1974-01-01	10	Upphör; till befintlig
2460	Vännäs	2460	Vännäs	Hel	1971-01-01	15	Utvidgas
2460	Vännäs	2460	Vännäs	Hel	1974-01-01	15	Utvidgas
2460	Vännäs	2403	Bjurholm	Del	1983-01-01	12	Ger del till nybildad
2461	Holmsund	2480	Umeå	Hel	1974-01-01	10	Upphör; till befintlig
2462	Vilhelmina	2462	Vilhelmina	Hel	1965-01-01	15	Utvidgas
2463	Åsele	2463	Åsele	Hel	1974-01-01	15	Utvidgas
2463	Åsele	2425	Dorotea	Del	1980-01-01	12	Ger del till nybildad
2480	Umeå	2480	Umeå	Hel	1965-01-01	15	Utvidgas
2480	Umeå	2480	Umeå	Hel	1974-01-01	15	Utvidgas
2481	Lycksele	2481	Lycksele	Hel	1971-01-01	15	Utvidgas
2482	Skellefteå	2482	Skellefteå	Hel	1967-01-01	15	Utvidgas
2482	Skellefteå	2482	Skellefteå	Hel	1974-01-01	15	Utvidgas
2501	Hortlax	2581	Piteå	Hel	1967-01-01	10	Upphör; till befintlig
2502	Piteå landskommun	2581	Piteå	Hel	1967-01-01	10	Upphör; till befintlig
2503	Norrfjärden	2581	Piteå	Hel	1967-01-01	10	Upphör; till befintlig
2504	Älvsbyns landskommun	2560	Älvsbyn	Hel	1969-01-01	10	Upphör; till befintlig
2507	Nederluleå	2580	Luleå	Hel	1969-01-01	10	Upphör; till befintlig
2508	Överluleå	2582	Boden	Hel	1967-01-01	10	Upphör; till befintlig
2509	Edefors	2582	Boden	Hel	1971-01-01	10	Upphör; till befintlig
2511	Råneå	2580	Luleå	Hel	1969-01-01	10	Upphör; till befintlig
2512	Töre	2514	Kalix	Hel	1967-01-01	10	Upphör; till befintlig
2514	Nederkalix	2514	Kalix	Hel	1967-01-01	16	Utvidgas och namnändras
2515	Nedertorneå	2583	Haparanda	Hel	1967-01-01	10	Upphör; till befintlig
2516	Karl Gustav	2583	Haparanda	Hel	1967-01-01	10	Upphör; till befintlig
2517	Hietaniemi	2518	Övertorneå	Hel	1969-01-01	10	Upphör; till befintlig
2518	Övertorneå	2518	Övertorneå	Hel	1969-01-01	15	Utvidgas
2519	Korpilombolo	2521	Pajala	Hel	1971-01-01	10	Upphör; till befintlig
2520	Tärendö	2521	Pajala	Hel	1971-01-01	10	Upphör; till befintlig
2521	Pajala	2521	Pajala	Hel	1971-01-01	15	Utvidgas
2522	Junosuando	2521	Pajala	Hel	1971-01-01	10	Upphör; till befintlig
2524	Karesuando	2584	Kiruna	Hel	1971-01-01	10	Upphör; till befintlig
2560	Älvsbyn	2560	Älvsbyn	Hel	1969-01-01	15	Utvidgas
2580	Luleå	2580	Luleå	Hel	1969-01-01	15	Utvidgas
2580	Luleå	2582	Boden	Del	2016-01-01	14	Ger del/delar till befintlig
2581	Piteå	2581	Piteå	Hel	1967-01-01	15	Utvidgas
2582	Boden	2582	Boden	Hel	1967-01-01	15	Utvidgas
2582	Boden	2582	Boden	Hel	1971-01-01	15	Utvidgas
2582	Boden	2582	Boden	Hel	2016-01-01	15	Utvidgas
2583	Haparanda	2583	Haparanda	Hel	1967-01-01	15	Utvidgas
2584	Kiruna	2584	Kiruna	Hel	1971-01-01	15	Utvidgas
